Provider,Total_Claims,Inpatient_Ratio,Total_Reimbursement,Avg_Claim_Amount,Avg_Patient_Age,Avg_Chronic_Conditions,Unique_Physicians,Claims_per_Physician,PotentialFraud
PRV51032,23,0.0,5420,235.65217391304347,82.06720771813174,1.5844155844155845,10,2.3,No
PRV51035,30,0.03333333333333333,32560,1085.3333333333333,86.25708418891169,1.5781818181818181,18,1.6666666666666667,No
PRV51036,278,0.0,74880,269.3525179856115,83.19803961523792,1.6474670367800137,5,55.6,No
PRV51037,454,0.05066079295154185,342230,753.8105726872246,83.06574164523568,1.6231244483671667,3,151.33333333333334,Yes
PRV51038,141,0.2127659574468085,265490,1882.9078014184397,82.49620347092953,1.5751911639762106,44,3.2045454545454546,No
PRV51040,86,0.10465116279069768,74470,865.9302325581396,82.6086956521739,1.6284584980237151,15,5.733333333333333,No
PRV51041,34,0.0,7410,217.94117647058823,81.48126559360581,1.6334310850439884,9,3.7777777777777777,No
PRV51042,142,0.0,48050,338.38028169014086,84.59537559890487,1.6392045454545454,52,2.730769230769231,No
PRV51043,23,0.0,4480,194.7826086956522,84.31649555099247,1.6,6,3.8333333333333335,No
PRV51044,59,0.0,21330,361.52542372881356,81.37166324435317,1.6153846153846152,1,59.0,No
PRV51045,31,0.0,8390,270.64516129032256,82.9919044584484,1.61128526645768,16,1.9375,No
PRV51046,38,0.21052631578947367,109370,2878.157894736842,82.57400094771758,1.5769230769230766,6,6.333333333333333,No
PRV51047,11,0.0,2530,230.0,82.08350444900753,1.6446280991735536,10,1.1,No
PRV51048,38,0.10526315789473684,27700,728.9473684210526,82.77526808122292,1.5537190082644627,15,2.533333333333333,No
PRV51049,71,0.0,21720,305.9154929577465,81.60905596798821,1.5986013986013985,35,2.0285714285714285,No
PRV51052,46,0.043478260869565216,30800,669.5652173913044,81.85300701111788,1.624078624078624,17,2.7058823529411766,Yes
PRV51053,1,1.0,8000,8000.0,79.66872005475702,1.6363636363636365,1,1.0,No
PRV51054,57,0.0,15130,265.43859649122805,81.99206023271731,1.675,3,19.0,No
PRV51055,22,0.09090909090909091,21640,983.6363636363636,80.33339555721486,1.5743801652892564,6,3.6666666666666665,No
PRV51056,22,0.09090909090909091,14700,668.1818181818181,88.13154721162934,1.5064935064935063,5,4.4,No
PRV51057,5,0.0,6830,1366.0,90.04106776180699,1.7272727272727273,1,5.0,No
PRV51058,83,0.060240963855421686,107030,1289.5180722891566,84.68537531371207,1.5927272727272728,31,2.6774193548387095,No
PRV51059,96,0.2604166666666667,421060,4386.041666666667,84.95958331246557,1.6341463414634143,30,3.2,Yes
PRV51060,42,0.11904761904761904,43710,1040.7142857142858,82.9761089925361,1.5887445887445886,28,1.5,No
PRV51061,145,0.006896551724137931,54940,378.8965517241379,85.84939777498545,1.6322930800542743,6,24.166666666666668,No
PRV51062,397,0.007556675062972292,153380,386.3476070528967,83.31222219473376,1.6363636363636365,6,66.16666666666667,No
PRV51063,149,0.0,51110,343.02013422818794,80.73155373032172,1.5976284584980236,3,49.666666666666664,No
PRV51064,303,0.1188118811881188,360320,1189.1749174917493,84.25138777073214,1.5883059671605928,111,2.72972972972973,Yes
PRV51065,28,0.35714285714285715,76570,2734.6428571428573,87.03596061706945,1.5804195804195802,9,3.111111111111111,No
PRV51066,24,0.08333333333333333,24790,1032.9166666666667,80.08317851439003,1.6536796536796536,7,3.4285714285714284,No
PRV51067,58,0.20689655172413793,334520,5767.586206896552,79.31542555420526,1.61595547309833,21,2.761904761904762,Yes
PRV51068,261,0.034482758620689655,143260,548.8888888888889,81.50819756024232,1.6223449447748512,79,3.3037974683544302,No
PRV51070,99,0.10101010101010101,125410,1266.7676767676767,82.26602783481636,1.629776021080369,46,2.152173913043478,No
PRV51071,24,0.0,8550,356.25,79.98984713666438,1.5568181818181819,11,2.1818181818181817,No
PRV51072,212,0.05660377358490566,119170,562.122641509434,82.43473648186175,1.5994318181818181,47,4.51063829787234,No
PRV51074,39,0.1282051282051282,41170,1055.6410256410256,84.51941943523055,1.5804195804195802,14,2.7857142857142856,No
PRV51075,17,0.0,8550,502.94117647058823,86.54578002421945,1.5804195804195802,4,4.25,No
PRV51076,29,0.0,10230,352.7586206896552,87.12033868228254,1.5555555555555556,8,3.625,No
PRV51077,33,0.48484848484848486,204350,6192.424242424242,82.77855350216744,1.503030303030303,11,3.0,Yes
PRV51078,23,0.391304347826087,78270,3403.0434782608695,82.22515846799392,1.6166007905138342,13,1.7692307692307692,No
PRV51081,200,0.03,124080,620.4,82.38011191748828,1.5926439972241497,3,66.66666666666667,No
PRV51082,34,0.0,5470,160.88235294117646,83.73690137113331,1.6422287390029324,9,3.7777777777777777,No
PRV51083,90,0.0,18100,201.11111111111111,85.74289553071209,1.5813692480359145,18,5.0,No
PRV51084,110,0.18181818181818182,215580,1959.8181818181818,83.66955751499779,1.5957219251336896,32,3.4375,Yes
PRV51086,139,0.22302158273381295,446170,3209.856115107914,85.83195548016546,1.5976284584980236,24,5.791666666666667,No
PRV51089,228,0.07894736842105263,230900,1012.719298245614,82.7696626675978,1.6012921089063221,72,3.1666666666666665,No
PRV51090,7,0.0,5830,832.8571428571429,83.33352889410385,1.6103896103896105,3,2.3333333333333335,No
PRV51091,44,0.0,9270,210.6818181818182,80.5325119780972,1.5909090909090908,19,2.3157894736842106,No
PRV51093,9,0.2222222222222222,13710,1523.3333333333333,87.21362841280707,1.5757575757575757,6,1.5,No
PRV51096,5,0.0,3200,640.0,96.54866529774127,1.563636363636364,3,1.6666666666666667,No
PRV51097,125,0.0,44420,355.36,81.44759040209773,1.6658130601792573,1,125.0,No
PRV51098,4,0.0,300,75.0,93.45859000684462,1.4545454545454546,2,2.0,No
PRV51100,5,1.0,78000,15600.0,82.1678302532512,1.6727272727272726,3,1.6666666666666667,No
PRV51101,3,1.0,16600,5533.333333333333,68.69541409993155,1.424242424242424,1,3.0,No
PRV51102,12,1.0,148000,12333.333333333334,92.31012382552423,1.578512396694215,3,4.0,No
PRV51103,6,0.0,440,73.33333333333333,85.70910335386722,1.3409090909090908,2,3.0,Yes
PRV51104,12,0.0,1900,158.33333333333334,88.33340938474409,1.5656565656565655,2,6.0,No
PRV51105,12,0.0,6540,545.0,87.64453570613735,1.5378787878787876,2,6.0,No
PRV51108,19,1.0,156000,8210.526315789473,83.52102020966174,1.45933014354067,6,3.1666666666666665,No
PRV51109,3,1.0,18000,6000.0,67.77640885238422,1.2424242424242424,1,3.0,No
PRV51110,5,1.0,27000,5400.0,79.2350444900753,1.4909090909090912,3,1.6666666666666667,No
PRV51111,132,0.0,54860,415.6060606060606,84.05604541611308,1.6085561497326202,4,33.0,No
PRV51112,304,0.0,105250,346.2171052631579,82.23327190719388,1.624242424242424,7,43.42857142857143,No
PRV51113,132,0.0,46390,351.43939393939394,83.98553853173976,1.6456876456876457,2,66.0,No
PRV51114,262,0.0,76720,292.82442748091603,81.89332648870636,1.6153409090909088,5,52.4,No
PRV51115,7,0.0,980,140.0,84.06890257814284,1.5909090909090908,3,2.3333333333333335,No
PRV51117,12,0.0,1950,162.5,78.98316221765914,1.4727272727272727,4,3.0,No
PRV51118,16,1.0,136000,8500.0,78.66683778234086,1.5397727272727273,4,4.0,No
PRV51119,95,0.9894736842105263,1080580,11374.526315789473,86.28211693326912,1.5342312008978674,8,11.875,Yes
PRV51120,7,1.0,52000,7428.571428571428,72.48851080473257,1.5454545454545454,1,7.0,No
PRV51121,7,0.8571428571428571,81080,11582.857142857143,77.77373618852059,1.5974025974025972,3,2.3333333333333335,No
PRV51122,7,0.0,1120,160.0,78.155470812555,1.7402597402597402,7,1.0,No
PRV51123,31,0.06451612903225806,26910,868.0645161290323,81.01808937127213,1.6233766233766234,21,1.4761904761904763,No
PRV51125,48,0.25,131310,2735.625,80.23682409308692,1.6278409090909092,36,1.3333333333333333,No
PRV51126,20,1.0,177000,8850.0,80.92226459372249,1.525974025974026,2,10.0,Yes
PRV51128,50,0.1,102220,2044.4,79.4146042724882,1.588516746411483,19,2.6315789473684212,No
PRV51129,96,0.0,22920,238.75,85.07685989575107,1.6223776223776225,54,1.7777777777777777,No
PRV51130,7,0.0,4970,710.0,73.4631856849516,1.5714285714285714,2,3.5,No
PRV51131,8,0.0,1160,145.0,85.88637919233402,1.625,4,2.0,No
PRV51132,8,0.125,5330,666.25,83.66689482089895,1.7727272727272727,5,1.6,No
PRV51134,15,0.0,7610,507.3333333333333,78.53502167465207,1.666666666666667,3,5.0,No
PRV51135,5,0.0,300,60.0,81.04175222450377,1.5909090909090908,1,5.0,No
PRV51136,1,1.0,20000,20000.0,82.50239561943874,1.8181818181818181,1,1.0,No
PRV51137,55,0.01818181818181818,16050,291.8181818181818,84.13549677228868,1.5721925133689838,23,2.391304347826087,No
PRV51138,26,0.038461538461538464,13430,516.5384615384615,84.72214073856783,1.675324675324675,7,3.7142857142857144,No
PRV51139,43,0.16279069767441862,52580,1222.7906976744187,85.99204719533262,1.5995670995670996,34,1.2647058823529411,No
PRV51140,487,0.09650924024640657,453130,930.4517453798768,84.39031745866298,1.6116751269035532,5,97.4,No
PRV51141,71,0.0,19490,274.50704225352115,87.48047431414987,1.6732186732186733,8,8.875,No
PRV51142,51,0.13725490196078433,104570,2050.392156862745,84.3313519939479,1.6220095693779903,15,3.4,No
PRV51143,77,0.0,20450,265.5844155844156,83.91013407416357,1.6403743315508021,26,2.9615384615384617,No
PRV51144,30,0.13333333333333333,61220,2040.6666666666667,88.12990629941702,1.6144200626959246,14,2.142857142857143,No
PRV51145,202,0.7970297029702971,1606350,7952.227722772277,84.62587949205216,1.5702992659514399,37,5.45945945945946,Yes
PRV51146,352,0.4602272727272727,1680910,4775.3125,85.06842577678319,1.568317909635275,77,4.571428571428571,Yes
PRV51147,32,0.0,8860,276.875,83.06981519507187,1.6676136363636365,23,1.391304347826087,No
PRV51148,330,0.10303030303030303,488660,1480.7878787878788,85.46453155945586,1.6024887659868652,60,5.5,Yes
PRV51149,148,0.7837837837837838,1120680,7572.1621621621625,83.24429278898418,1.5147058823529413,25,5.92,Yes
PRV51151,233,0.0944206008583691,201300,863.9484978540772,85.09386265115218,1.57979797979798,97,2.402061855670103,No
PRV51152,83,0.0,25770,310.48192771084337,84.80942101475982,1.6247086247086244,3,27.666666666666668,No
PRV51153,87,0.04597701149425287,71490,821.7241379310345,84.90253416128581,1.5947426067907997,51,1.7058823529411764,No
PRV51154,161,0.0,45750,284.16149068322983,86.06312887920396,1.6060606060606057,3,53.666666666666664,No
PRV51155,115,0.0,26330,228.95652173913044,84.58204218779167,1.6272727272727272,1,115.0,No
PRV51156,542,0.0,140640,259.48339483394835,85.02358255828,1.640427807486631,3,180.66666666666666,No
PRV51159,569,0.11423550087873462,797790,1402.091388400703,85.38445972085825,1.6124685591088754,99,5.747474747474747,Yes
PRV51160,114,0.7894736842105263,872020,7649.298245614035,84.6730632816875,1.5090909090909088,22,5.181818181818182,No
PRV51164,391,0.10485933503836317,556980,1424.5012787723786,84.77873001430405,1.6091453456722917,7,55.857142857142854,No
PRV51165,98,0.2653061224489796,329700,3364.285714285714,86.61995385169034,1.6016869728209935,62,1.5806451612903225,No
PRV51166,5,0.2,24870,4974.0,83.0483230663929,1.6545454545454545,4,1.25,No
PRV51167,190,0.0,51980,273.57894736842104,86.10423389068154,1.5944055944055942,22,8.636363636363637,No
PRV51168,87,0.10344827586206896,80470,924.9425287356322,84.9780812759658,1.5983086680761098,14,6.214285714285714,No
PRV51169,77,0.0,19380,251.6883116883117,86.15886934162087,1.5995085995085996,51,1.5098039215686274,No
PRV51170,16,0.5,145820,9113.75,84.30236139630391,1.5284090909090908,8,2.0,Yes
PRV51171,59,0.0,13820,234.23728813559322,84.39007413079037,1.5947611710323577,38,1.5526315789473684,No
PRV51173,22,0.3181818181818182,96290,4376.818181818182,84.30194582966656,1.6450216450216453,12,1.8333333333333333,Yes
PRV51175,41,0.0,9650,235.3658536585366,83.1222029168641,1.5734265734265733,21,1.9523809523809523,No
PRV51176,445,0.0,145980,328.0449438202247,84.60274574183578,1.5914786967418548,128,3.4765625,No
PRV51178,65,0.5230769230769231,431180,6633.538461538462,82.44785249828884,1.5752840909090908,19,3.4210526315789473,Yes
PRV51179,26,0.0,5000,192.30769230769232,81.7278997525404,1.6188811188811187,14,1.8571428571428572,No
PRV51180,129,0.015503875968992248,94240,730.5426356589147,85.78667048692357,1.613107822410148,3,43.0,No
PRV51181,10,0.0,2150,215.0,88.94154688569473,1.5727272727272728,5,2.0,No
PRV51183,113,0.36283185840707965,355790,3148.5840707964603,84.2240344186956,1.5870129870129868,8,14.125,No
PRV51185,8,0.0,1590,198.75,84.48904859685148,1.6477272727272727,5,1.6,No
PRV51186,2,0.0,100,50.0,86.00136892539356,1.7272727272727273,1,2.0,No
PRV51189,56,0.0,8740,156.07142857142858,86.37301874890956,1.6631016042780749,11,5.090909090909091,No
PRV51190,66,0.045454545454545456,39310,595.6060606060606,84.76326146475017,1.5696022727272727,23,2.869565217391304,No
PRV51191,32,0.0,10990,343.4375,81.83317362537076,1.6666666666666665,22,1.4545454545454546,No
PRV51194,9,0.2222222222222222,18540,2060.0,83.9069130732375,1.676767676767677,5,1.8,No
PRV51196,720,0.0,197060,273.69444444444446,85.65487236038229,1.645412457912458,1,720.0,No
PRV51198,6,0.0,360,60.0,89.55601186402008,1.7575757575757578,2,3.0,No
PRV51200,19,0.0,4420,232.6315789473684,83.17060232717317,1.6136363636363635,4,4.75,No
PRV51201,45,0.0,10660,236.88888888888889,85.09333733994423,1.6208425720620845,3,15.0,No
PRV51202,12,0.0,5010,417.5,81.63312799452429,1.6212121212121213,5,2.4,No
PRV51203,21,0.0,15340,730.4761904761905,77.69568788501026,1.6272727272727274,5,4.2,No
PRV51204,499,0.0,155180,310.9819639278557,84.63315895012364,1.6345363179534034,3,166.33333333333334,No
PRV51205,10,0.0,4660,466.0,86.3501711156742,1.6090909090909091,6,1.6666666666666667,No
PRV51206,10,0.0,1560,156.0,86.10047912388775,1.5727272727272725,6,1.6666666666666667,No
PRV51207,3,1.0,51000,17000.0,81.27857631759069,1.6060606060606062,2,1.5,No
PRV51209,42,0.0,9910,235.95238095238096,85.94985410137254,1.6028708133971292,2,21.0,No
PRV51210,9,0.0,2890,321.1111111111111,92.1116434709864,1.686868686868687,3,3.0,No
PRV51211,2,0.0,100,50.0,82.25051334702258,1.6363636363636365,2,1.0,No
PRV51212,15,0.0,6260,417.3333333333333,83.15564681724845,1.5393939393939393,2,7.5,No
PRV51213,2,0.0,50,25.0,84.79260780287476,1.6818181818181819,2,1.0,No
PRV51214,8,0.0,3200,400.0,81.65639972621491,1.6022727272727273,3,2.6666666666666665,No
PRV51215,10,0.0,1610,161.0,92.48405201916496,1.6272727272727274,1,10.0,No
PRV51216,71,0.0,15560,219.1549295774648,85.06440171737913,1.615702479338843,2,35.5,No
PRV51217,5,0.0,2930,586.0,82.39945242984258,1.6909090909090911,2,2.5,No
PRV51218,7,0.0,520,74.28571428571429,74.45233206218832,1.6883116883116882,1,7.0,No
PRV51219,8,0.0,5330,666.25,82.7703627652293,1.6022727272727273,3,2.6666666666666665,No
PRV51221,1,0.0,70,70.0,91.41683778234086,1.5454545454545454,1,1.0,No
PRV51222,5,0.0,860,172.0,89.97125256673512,1.787878787878788,2,2.5,No
PRV51224,7,0.0,3130,447.14285714285717,87.72582379974577,1.6363636363636365,1,7.0,No
PRV51225,8,0.0,1190,148.75,85.51129363449692,1.6931818181818181,2,4.0,No
PRV51226,20,0.0,7430,371.5,87.24204762419396,1.6507177033492821,3,6.666666666666667,No
PRV51228,5,0.0,430,86.0,80.95167693360712,1.7454545454545458,2,2.5,No
PRV51229,47,0.0,12410,264.0425531914894,83.87922344595854,1.6508264462809918,2,23.5,No
PRV51230,30,0.0,12490,416.3333333333333,81.97225644535706,1.5636363636363633,2,15.0,No
PRV51231,2,1.0,16000,8000.0,80.91718001368926,1.5,1,2.0,No
PRV51232,1,1.0,26000,26000.0,101.08418891170432,1.3636363636363635,1,1.0,No
PRV51233,3,1.0,27000,9000.0,78.88843258042438,1.696969696969697,2,1.5,No
PRV51234,5,1.0,29000,5800.0,82.86488706365502,1.6727272727272726,1,5.0,No
PRV51235,2,1.0,10000,5000.0,65.79192334017796,1.5454545454545454,1,2.0,No
PRV51236,1,1.0,12000,12000.0,47.16495550992471,1.6363636363636365,1,1.0,No
PRV51237,1,1.0,19000,19000.0,101.67008898015058,1.3636363636363635,1,1.0,No
PRV51238,8,1.0,132000,16500.0,85.46988364134154,1.4204545454545454,1,8.0,No
PRV51239,1,1.0,5000,5000.0,93.16632443531827,1.6363636363636365,1,1.0,No
PRV51240,60,0.18333333333333332,94020,1567.0,85.27908065852516,1.6291866028708135,24,2.5,No
PRV51241,60,0.16666666666666666,90210,1503.5,84.78384085514149,1.5415860735009672,23,2.608695652173913,No
PRV51242,111,0.0990990990990991,117200,1055.855855855856,83.82235439432918,1.5924764890282133,43,2.5813953488372094,Yes
PRV51243,36,0.0,6330,175.83333333333334,86.42756103125713,1.6545454545454548,5,7.2,No
PRV51244,1415,0.1413427561837456,2153990,1522.2544169611308,83.11181877006518,1.6331907849358531,16,88.4375,Yes
PRV51245,173,0.023121387283236993,83630,483.4104046242775,82.85109396020674,1.6175548589341693,30,5.766666666666667,No
PRV51247,34,0.29411764705882354,76240,2242.3529411764707,85.4103090612331,1.6223776223776225,13,2.6153846153846154,No
PRV51248,2,0.5,23500,11750.0,95.04312114989733,1.4090909090909092,2,1.0,No
PRV51249,126,0.40476190476190477,521330,4137.539682539683,84.47898835058042,1.6129612961296131,36,3.5,Yes
PRV51250,85,0.0,22560,265.4117647058824,82.40290752041338,1.6478873239436622,32,2.65625,No
PRV51251,11,0.0,3590,326.3636363636364,81.91731690622862,1.563636363636364,8,1.375,No
PRV51252,87,0.20689655172413793,154930,1780.8045977011495,81.7305018192298,1.5933014354066986,35,2.4857142857142858,No
PRV51253,85,0.0,21740,255.76470588235293,83.60538924312836,1.5801435406698565,40,2.125,No
PRV51255,74,0.02702702702702703,40570,548.2432432432432,84.23134839151267,1.6041055718475072,21,3.5238095238095237,No
PRV51256,95,0.0,38550,405.7894736842105,83.88490759753594,1.6147727272727272,38,2.5,No
PRV51258,14,0.5714285714285714,99660,7118.571428571428,87.2644307551905,1.537878787878788,6,2.3333333333333335,No
PRV51259,21,0.19047619047619047,151960,7236.190476190476,89.30768399438018,1.6220095693779906,9,2.3333333333333335,No
PRV51260,62,0.04838709677419355,92390,1490.1612903225807,79.83647563935038,1.6016528925619833,24,2.5833333333333335,No
PRV51261,142,0.18309859154929578,270170,1902.605633802817,83.40159040194096,1.573540280857354,48,2.9583333333333335,No
PRV51262,60,0.0,16270,271.1666666666667,85.09819407150002,1.5611888111888108,19,3.1578947368421053,No
PRV51263,44,0.4090909090909091,218170,4958.409090909091,83.11034648611651,1.601965601965602,10,4.4,Yes
PRV51264,39,0.0,5270,135.12820512820514,84.64965287963234,1.638961038961039,22,1.7727272727272727,No
PRV51265,160,0.0,45770,286.0625,81.46259900264009,1.6493506493506493,5,32.0,No
PRV51266,92,0.10869565217391304,102900,1118.4782608695652,85.89095340645399,1.5853658536585364,47,1.9574468085106382,No
PRV51267,14,0.14285714285714285,12870,919.2857142857143,87.64349271536129,1.5454545454545454,4,3.5,No
PRV51271,123,0.016260162601626018,43180,351.0569105691057,85.11585671914213,1.6272727272727272,21,5.857142857142857,No
PRV51272,79,0.02531645569620253,50760,642.5316455696203,84.28747433264887,1.5777126099706742,3,26.333333333333332,No
PRV51273,553,0.0,131340,237.50452079566003,83.864953918151,1.6161616161616161,131,4.221374045801527,No
PRV51274,58,0.1724137931034483,175720,3029.655172413793,87.42870180241842,1.6401515151515154,31,1.8709677419354838,No
PRV51276,67,0.208955223880597,133980,1999.7014925373135,79.92959160392427,1.6257575757575757,42,1.5952380952380953,No
PRV51277,59,0.1694915254237288,141190,2393.0508474576272,82.8164879458514,1.584175084175084,27,2.185185185185185,No
PRV51279,224,0.0,59840,267.14285714285717,82.00235514046206,1.6099706744868032,21,10.666666666666666,No
PRV51280,39,0.0,20250,519.2307692307693,86.76249144421631,1.6524064171122994,13,3.0,No
PRV51281,259,0.0,89470,345.44401544401546,82.69337440109513,1.637272727272727,3,86.33333333333333,No
PRV51282,59,0.13559322033898305,77330,1310.677966101695,83.98722336299339,1.584670231729055,22,2.6818181818181817,No
PRV51284,377,0.04509283819628647,279860,742.3342175066313,83.38762994815886,1.63473298002446,10,37.7,No
PRV51285,168,0.08928571428571429,196120,1167.3809523809523,83.46938442313609,1.603002502085071,33,5.090909090909091,No
PRV51286,70,0.21428571428571427,145170,2073.8571428571427,87.01379965114482,1.5777126099706746,10,7.0,No
PRV51287,78,0.0,25700,329.4871794871795,85.47641579620866,1.6067193675889329,3,26.0,No
PRV51288,8,0.375,37360,4670.0,85.51026694045174,1.6590909090909092,5,1.6,No
PRV51289,92,0.0,46300,503.2608695652174,86.7654454411182,1.535885167464115,2,46.0,No
PRV51290,113,0.0,14990,132.65486725663717,86.12480881520352,1.628507295173962,14,8.071428571428571,No
PRV51292,22,0.0,3970,180.45454545454547,80.89613278576317,1.6477272727272727,7,3.142857142857143,No
PRV51293,88,0.0,21200,240.9090909090909,81.11777036276523,1.6434659090909092,7,12.571428571428571,No
PRV51295,7,0.0,1950,278.57142857142856,77.94524298425736,1.5909090909090908,4,1.75,No
PRV51296,30,0.1,38630,1287.6666666666667,86.66372601211752,1.616161616161616,7,4.285714285714286,No
PRV51297,70,0.07142857142857142,77090,1101.2857142857142,84.1757581168348,1.5968379446640315,11,6.363636363636363,No
PRV51298,100,0.0,31120,311.2,83.09790399442097,1.6758147512864496,2,50.0,No
PRV51299,37,0.0,6230,168.3783783783784,79.31239384490581,1.575757575757576,12,3.0833333333333335,No
PRV51300,52,0.1346153846153846,107540,2068.076923076923,81.72672826830939,1.5965909090909092,3,17.333333333333332,No
PRV51301,112,0.05357142857142857,136910,1222.4107142857142,83.60331584150886,1.6132756132756134,7,16.0,No
PRV51302,43,0.23255813953488372,80710,1876.9767441860465,84.90719491081855,1.622994652406417,9,4.777777777777778,No
PRV51303,93,0.0,36110,388.2795698924731,83.8878598667393,1.5862708719851577,4,23.25,No
PRV51304,51,0.0392156862745098,39350,771.5686274509804,83.75920953333684,1.6433566433566433,12,4.25,No
PRV51305,49,0.22448979591836735,113400,2314.285714285714,85.1379074323208,1.598746081504702,2,24.5,No
PRV51306,17,0.0,3700,217.64705882352942,84.53935660506501,1.6573426573426575,2,8.5,No
PRV51307,37,0.0,6940,187.56756756756758,85.32511978097193,1.6147186147186148,6,6.166666666666667,No
PRV51308,35,0.0,13790,394.0,80.23360049457949,1.6598240469208208,4,8.75,No
PRV51309,18,0.0,3790,210.55555555555554,87.33792325965294,1.5401069518716577,5,3.6,No
PRV51311,21,0.14285714285714285,16010,762.3809523809524,85.08799148224199,1.6363636363636365,8,2.625,No
PRV51312,46,0.08695652173913043,28790,625.8695652173913,87.5634544124242,1.5642633228840126,13,3.5384615384615383,No
PRV51313,19,0.0,4970,261.57894736842104,76.8543805612594,1.6022727272727273,6,3.1666666666666665,No
PRV51314,30,0.0,6460,215.33333333333334,83.44996577686517,1.6409090909090907,1,30.0,No
PRV51315,47,0.0,7210,153.40425531914894,85.93590940202849,1.6446280991735536,3,15.666666666666666,No
PRV51316,3,1.0,21000,7000.0,90.52977412731006,1.7272727272727273,1,3.0,No
PRV51318,3,1.0,13000,4333.333333333333,90.38923112023728,1.3333333333333337,1,3.0,No
PRV51322,12,0.0,850,70.83333333333333,81.40202849853773,1.6694214876033058,1,12.0,No
PRV51323,76,0.0,20860,274.4736842105263,82.34933264887064,1.7130681818181819,1,76.0,No
PRV51324,28,0.0,9330,333.2142857142857,83.22026009582478,1.6145454545454543,2,14.0,No
PRV51325,15,0.0,15140,1009.3333333333334,85.33442847364819,1.5818181818181818,1,15.0,No
PRV51326,44,0.0,14000,318.1818181818182,79.40177960301163,1.694214876033058,2,22.0,No
PRV51327,41,0.0,8990,219.26829268292684,84.82743934899992,1.703703703703704,1,41.0,No
PRV51328,7,0.0,550,78.57142857142857,83.33415468856948,1.8181818181818181,2,3.5,No
PRV51329,74,0.0,19360,261.6216216216216,80.88950816466217,1.6655844155844155,3,24.666666666666668,No
PRV51330,19,0.0,3810,200.52631578947367,84.18495703095293,1.6464646464646464,1,19.0,No
PRV51331,5,0.0,320,64.0,86.56331279945243,1.4318181818181819,1,5.0,No
PRV51334,2,1.0,15000,7500.0,68.3750855578371,1.7727272727272727,1,2.0,No
PRV51335,142,0.0,46080,324.50704225352115,86.05472725649497,1.6343873517786562,16,8.875,No
PRV51336,69,0.14492753623188406,129450,1876.0869565217392,83.26835897588508,1.587615283267457,39,1.7692307692307692,No
PRV51337,168,0.23809523809523808,379100,2256.5476190476193,84.74612616193063,1.5900293255131963,71,2.3661971830985915,Yes
PRV51338,128,0.0546875,113860,889.53125,87.09940164712636,1.5923753665689149,83,1.5421686746987953,Yes
PRV51340,151,0.0,43210,286.158940397351,86.33761972029264,1.5822050290135399,80,1.8875,No
PRV51341,71,0.0,14530,204.64788732394365,85.57633714676838,1.6662337662337663,53,1.3396226415094339,No
